sample_index,s1_x_g,s1_y_g,s1_z_g,s1_x_v,s1_y_v,s1_z_v,s2_x_g,s2_y_g,s2_z_g,s2_x_v,s2_y_v,s2_z_v
8983,0.9930,0.0000,-0.0601,1.9479,1.6500,1.6320,1.0039,0.0000,0.3453,1.9512,1.6500,1.7536
8984,1.0010,0.0000,-0.0599,1.9503,1.6500,1.6320,0.9801,0.0000,0.3222,1.9440,1.6500,1.7467
8985,1.0001,0.0000,-0.0488,1.9500,1.6500,1.6354,1.0165,0.0000,0.3213,1.9550,1.6500,1.7464
8986,1.0094,0.0000,-0.0563,1.9528,1.6500,1.6331,1.0163,0.0000,0.3295,1.9549,1.6500,1.7489
8987,0.9931,0.0000,-0.0530,1.9479,1.6500,1.6341,1.0128,0.0000,0.3405,1.9538,1.6500,1.7521
8988,1.0137,0.0000,-0.0523,1.9541,1.6500,1.6343,0.9984,0.0000,0.3224,1.9495,1.6500,1.7467
8989,1.0053,0.0000,-0.0710,1.9516,1.6500,1.6287,1.0135,0.0000,0.3553,1.9540,1.6500,1.7566
8990,0.9856,0.0000,-0.0480,1.9457,1.6500,1.6356,1.0129,0.0000,0.3359,1.9539,1.6500,1.7508
8991,1.0145,0.0000,-0.0542,1.9543,1.6500,1.6337,1.0087,0.0000,0.3518,1.9526,1.6500,1.7555
8992,0.9937,0.0000,-0.0667,1.9481,1.6500,1.6300,0.9966,0.0000,0.3511,1.9490,1.6500,1.7553
8993,0.9971,0.0000,-0.0584,1.9491,1.6500,1.6325,0.9949,0.0000,0.3587,1.9485,1.6500,1.7576
8994,0.9838,0.0000,-0.0444,1.9451,1.6500,1.6367,1.0153,0.0000,0.3269,1.9546,1.6500,1.7481
8995,0.9870,0.0000,-0.0680,1.9461,1.6500,1.6296,1.0138,0.0000,0.3281,1.9541,1.6500,1.7484
8996,1.0047,0.0000,-0.0457,1.9514,1.6500,1.6363,1.0165,0.0000,0.3583,1.9549,1.6500,1.7575
8997,0.9996,0.0000,-0.0502,1.9499,1.6500,1.6349,1.0177,0.0000,0.3488,1.9553,1.6500,1.7546
8998,1.0125,0.0000,-0.0640,1.9537,1.6500,1.6308,0.9824,0.0000,0.3272,1.9447,1.6500,1.7482
8999,1.0150,0.0000,-0.0739,1.9545,1.6500,1.6278,0.9827,0.0000,0.3385,1.9448,1.6500,1.7515
9000,1.0120,0.0000,-0.0472,1.9536,1.6500,1.6358,1.0133,0.0000,0.3201,1.9540,1.6500,1.7460
9001,0.9879,0.0000,-0.0611,1.9464,1.6500,1.6317,1.0028,0.0000,0.3240,1.9508,1.6500,1.7472
9002,0.9882,0.0000,-0.0751,1.9465,1.6500,1.6275,1.0108,0.0000,0.3324,1.9532,1.6500,1.7497
9003,1.0020,0.0000,-0.0611,1.9506,1.6500,1.6317,0.9918,0.0000,0.3515,1.9475,1.6500,1.7554
9004,1.0003,0.0000,-0.0490,1.9501,1.6500,1.6353,1.0190,0.0000,0.3571,1.9557,1.6500,1.7571
9005,0.9912,0.0000,-0.0452,1.9474,1.6500,1.6364,0.9949,0.0000,0.3212,1.9485,1.6500,1.7464
9006,1.0052,0.0000,-0.0454,1.9516,1.6500,1.6364,0.9839,0.0000,0.3320,1.9452,1.6500,1.7496
9007,1.0167,0.0000,-0.0468,1.9550,1.6500,1.6360,0.9904,0.0000,0.3546,1.9471,1.6500,1.7564
9008,1.0195,0.0000,-0.0560,1.9559,1.6500,1.6332,1.0194,0.0000,0.3534,1.9558,1.6500,1.7560
9009,1.0177,0.0000,-0.0645,1.9553,1.6500,1.6307,1.0145,0.0000,0.3516,1.9543,1.6500,1.7555
9010,1.0044,0.0000,-0.0745,1.9513,1.6500,1.6276,0.9832,0.0000,0.3213,1.9450,1.6500,1.7464
9011,1.0185,0.0000,-0.0752,1.9555,1.6500,1.6274,1.0123,0.0000,0.3535,1.9537,1.6500,1.7561
9012,1.0075,0.0000,-0.0558,1.9523,1.6500,1.6333,1.0191,0.0000,0.3337,1.9557,1.6500,1.7501
9013,1.0161,0.0000,-0.0452,1.9548,1.6500,1.6365,1.0028,0.0000,0.3448,1.9508,1.6500,1.7534
9014,1.0062,0.0000,-0.0676,1.9518,1.6500,1.6297,1.0161,0.0000,0.3218,1.9548,1.6500,1.7465
9015,1.0196,0.0000,-0.0718,1.9559,1.6500,1.6285,1.0061,0.0000,0.3477,1.9518,1.6500,1.7543
9016,1.0062,0.0000,-0.0429,1.9519,1.6500,1.6371,0.9884,0.0000,0.3355,1.9465,1.6500,1.7507
9017,1.0016,0.0000,-0.0598,1.9505,1.6500,1.6321,1.0080,0.0000,0.3568,1.9524,1.6500,1.7570
9018,1.0156,0.0000,-0.0459,1.9547,1.6500,1.6362,0.9927,0.0000,0.3518,1.9478,1.6500,1.7555
9019,0.9807,0.0000,-0.0632,1.9442,1.6500,1.6310,1.0095,0.0000,0.3288,1.9528,1.6500,1.7487
9020,1.0144,0.0000,-0.0458,1.9543,1.6500,1.6363,0.9955,0.0000,0.3291,1.9486,1.6500,1.7487
9021,1.0073,0.0000,-0.0403,1.9522,1.6500,1.6379,1.0059,0.0000,0.3522,1.9518,1.6500,1.7557
9022,0.9970,0.0000,-0.0508,1.9491,1.6500,1.6348,1.0049,0.0000,0.3342,1.9515,1.6500,1.7502
9023,0.9871,0.0000,-0.0716,1.9461,1.6500,1.6285,0.9886,0.0000,0.3371,1.9466,1.6500,1.7511
9024,1.0123,0.0000,-0.0590,1.9537,1.6500,1.6323,1.0011,0.0000,0.3509,1.9503,1.6500,1.7553
9025,1.0072,0.0000,-0.0523,1.9521,1.6500,1.6343,0.9952,0.0000,0.3344,1.9486,1.6500,1.7503
9026,0.9877,0.0000,-0.0567,1.9463,1.6500,1.6330,1.0100,0.0000,0.3307,1.9530,1.6500,1.7492
9027,1.0083,0.0000,-0.0418,1.9525,1.6500,1.6375,1.0098,0.0000,0.3202,1.9529,1.6500,1.7461
9028,1.0012,0.0000,-0.0522,1.9504,1.6500,1.6343,0.9948,0.0000,0.3242,1.9484,1.6500,1.7473
9029,1.0133,0.0000,-0.0562,1.9540,1.6500,1.6331,1.0057,0.0000,0.3303,1.9517,1.6500,1.7491
9030,1.0178,0.0000,-0.0558,1.9553,1.6500,1.6333,1.0124,0.0000,0.3425,1.9537,1.6500,1.7527
9031,1.0034,0.0000,-0.0784,1.9510,1.6500,1.6265,1.0124,0.0000,0.3594,1.9537,1.6500,1.7578
9032,1.0059,0.0000,-0.0728,1.9518,1.6500,1.6281,1.0170,0.0000,0.3237,1.9551,1.6500,1.7471
9033,1.0017,0.0000,-0.0796,1.9505,1.6500,1.6261,1.0081,0.0000,0.3449,1.9524,1.6500,1.7535
9034,1.0050,0.0000,-0.0424,1.9515,1.6500,1.6373,1.0011,0.0000,0.3453,1.9503,1.6500,1.7536
9035,1.0200,0.0000,-0.0760,1.9560,1.6500,1.6272,0.9974,0.0000,0.3560,1.9492,1.6500,1.7568
9036,0.9874,0.0000,-0.0526,1.9462,1.6500,1.6342,1.0083,0.0000,0.3327,1.9525,1.6500,1.7498
9037,0.9983,0.0000,-0.0672,1.9495,1.6500,1.6298,0.9874,0.0000,0.3442,1.9462,1.6500,1.7533
9038,0.9845,0.0000,-0.0480,1.9454,1.6500,1.6356,1.0152,0.0000,0.3224,1.9545,1.6500,1.7467
9039,0.9907,0.0000,-0.0650,1.9472,1.6500,1.6305,1.0174,0.0000,0.3592,1.9552,1.6500,1.7577
9040,1.0043,0.0000,-0.0660,1.9513,1.6500,1.6302,1.0084,0.0000,0.3372,1.9525,1.6500,1.7512
9041,1.0032,0.0000,-0.0428,1.9510,1.6500,1.6371,0.9909,0.0000,0.3318,1.9473,1.6500,1.7495
9042,0.9957,0.0000,-0.0460,1.9487,1.6500,1.6362,0.9985,0.0000,0.3523,1.9496,1.6500,1.7557
9043,1.0017,0.0000,-0.0486,1.9505,1.6500,1.6354,0.9893,0.0000,0.3318,1.9468,1.6500,1.7495
9044,0.9819,0.0000,-0.0488,1.9446,1.6500,1.6353,0.9914,0.0000,0.3540,1.9474,1.6500,1.7562
9045,1.0001,0.0000,-0.0563,1.9500,1.6500,1.6331,0.9888,0.0000,0.3268,1.9466,1.6500,1.7480
9046,0.9936,0.0000,-0.0560,1.9481,1.6500,1.6332,0.9816,0.0000,0.3324,1.9445,1.6500,1.7497
9047,1.0164,0.0000,-0.0461,1.9549,1.6500,1.6362,1.0167,0.0000,0.3329,1.9550,1.6500,1.7499
9048,1.0075,0.0000,-0.0533,1.9523,1.6500,1.6340,0.9811,0.0000,0.3510,1.9443,1.6500,1.7553
9049,0.9847,0.0000,-0.0571,1.9454,1.6500,1.6329,0.9986,0.0000,0.3341,1.9496,1.6500,1.7502
9050,1.0028,0.0000,-0.0474,1.9508,1.6500,1.6358,0.9934,0.0000,0.3413,1.9480,1.6500,1.7524
9051,1.0198,0.0000,-0.0696,1.9559,1.6500,1.6291,1.0140,0.0000,0.3588,1.9542,1.6500,1.7576
9052,1.0058,0.0000,-0.0675,1.9517,1.6500,1.6298,0.9938,0.0000,0.3411,1.9481,1.6500,1.7523
9053,1.0065,0.0000,-0.0465,1.9519,1.6500,1.6360,0.9803,0.0000,0.3319,1.9441,1.6500,1.7496
9054,1.0180,0.0000,-0.0416,1.9554,1.6500,1.6375,1.0073,0.0000,0.3256,1.9522,1.6500,1.7477
9055,1.0078,0.0000,-0.0638,1.9523,1.6500,1.6309,1.0006,0.0000,0.3244,1.9502,1.6500,1.7473
9056,0.9864,0.0000,-0.0532,1.9459,1.6500,1.6340,1.0027,0.0000,0.3322,1.9508,1.6500,1.7497
9057,1.0157,0.0000,-0.0795,1.9547,1.6500,1.6262,1.0010,0.0000,0.3293,1.9503,1.6500,1.7488
9058,1.0164,0.0000,-0.0602,1.9549,1.6500,1.6320,0.9872,0.0000,0.3388,1.9462,1.6500,1.7516
9059,0.9881,0.0000,-0.0629,1.9464,1.6500,1.6311,0.9883,0.0000,0.3356,1.9465,1.6500,1.7507
9060,0.9995,0.0000,-0.0481,1.9498,1.6500,1.6356,1.0026,0.0000,0.3479,1.9508,1.6500,1.7544
9061,0.9976,0.0000,-0.0571,1.9493,1.6500,1.6329,0.9903,0.0000,0.3423,1.9471,1.6500,1.7527
9062,0.9917,0.0000,-0.0525,1.9475,1.6500,1.6342,1.0006,0.0000,0.3450,1.9502,1.6500,1.7535
9063,1.0116,0.0000,-0.0525,1.9535,1.6500,1.6342,1.0082,0.0000,0.3393,1.9524,1.6500,1.7518
9064,1.0034,0.0000,-0.0606,1.9510,1.6500,1.6318,1.0107,0.0000,0.3370,1.9532,1.6500,1.7511
9065,1.0125,0.0000,-0.0760,1.9538,1.6500,1.6272,0.9845,0.0000,0.3474,1.9454,1.6500,1.7542
9066,1.0074,0.0000,-0.0645,1.9522,1.6500,1.6306,1.0079,0.0000,0.3339,1.9524,1.6500,1.7502
9067,1.0158,0.0000,-0.0710,1.9548,1.6500,1.6287,1.0178,0.0000,0.3242,1.9553,1.6500,1.7473
9068,1.0061,0.0000,-0.0767,1.9518,1.6500,1.6270,0.9835,0.0000,0.3265,1.9450,1.6500,1.7480
9069,1.0079,0.0000,-0.0498,1.9524,1.6500,1.6351,0.9873,0.0000,0.3490,1.9462,1.6500,1.7547
9070,1.0086,0.0000,-0.0699,1.9526,1.6500,1.6290,0.9924,0.0000,0.3562,1.9477,1.6500,1.7569
9071,0.9831,0.0000,-0.0492,1.9449,1.6500,1.6353,1.0152,0.0000,0.3448,1.9545,1.6500,1.7534
9072,1.0183,0.0000,-0.0600,1.9555,1.6500,1.6320,0.9986,0.0000,0.3473,1.9496,1.6500,1.7542
9073,1.0001,0.0000,-0.0482,1.9500,1.6500,1.6355,1.0116,0.0000,0.3439,1.9535,1.6500,1.7532
9074,1.0050,0.0000,-0.0721,1.9515,1.6500,1.6284,0.9862,0.0000,0.3505,1.9459,1.6500,1.7551
9075,0.9902,0.0000,-0.0683,1.9471,1.6500,1.6295,0.9922,0.0000,0.3450,1.9477,1.6500,1.7535
9076,1.0040,0.0000,-0.0675,1.9512,1.6500,1.6297,1.0156,0.0000,0.3491,1.9547,1.6500,1.7547
9077,0.9877,0.0000,-0.0619,1.9463,1.6500,1.6314,1.0185,0.0000,0.3484,1.9556,1.6500,1.7545
9078,0.9916,0.0000,-0.0532,1.9475,1.6500,1.6340,1.0014,0.0000,0.3334,1.9504,1.6500,1.7500
9079,1.0022,0.0000,-0.0459,1.9506,1.6500,1.6362,0.9873,0.0000,0.3410,1.9462,1.6500,1.7523
9080,1.0187,0.0000,-0.0478,1.9556,1.6500,1.6357,0.9940,0.0000,0.3339,1.9482,1.6500,1.7502
9081,1.0058,0.0000,-0.0700,1.9517,1.6500,1.6290,0.9953,0.0000,0.3323,1.9486,1.6500,1.7497
9082,1.0109,0.0000,-0.0712,1.9533,1.6500,1.6286,1.0011,0.0000,0.3578,1.9503,1.6500,1.7573
9083,0.9889,0.0000,-0.0419,1.9467,1.6500,1.6374,0.9880,0.0000,0.3205,1.9464,1.6500,1.7461
9084,0.9814,0.0000,-0.0573,1.9444,1.6500,1.6328,0.9893,0.0000,0.3560,1.9468,1.6500,1.7568
9085,0.9921,0.0000,-0.0462,1.9476,1.6500,1.6361,1.0103,0.0000,0.3526,1.9531,1.6500,1.7558
9086,0.9880,0.0000,-0.0613,1.9464,1.6500,1.6316,1.0073,0.0000,0.3450,1.9522,1.6500,1.7535
9087,1.0014,0.0000,-0.0413,1.9504,1.6500,1.6376,0.9984,0.0000,0.3321,1.9495,1.6500,1.7496
9088,1.0096,0.0000,-0.0597,1.9529,1.6500,1.6321,1.0031,0.0000,0.3466,1.9509,1.6500,1.7540
9089,0.9998,0.0000,-0.0524,1.9499,1.6500,1.6343,1.0102,0.0000,0.3278,1.9531,1.6500,1.7483
9090,0.9856,0.0000,-0.0778,1.9457,1.6500,1.6267,1.0047,0.0000,0.3207,1.9514,1.6500,1.7462
9091,1.0124,0.0000,-0.0704,1.9537,1.6500,1.6289,0.9802,0.0000,0.3267,1.9441,1.6500,1.7480
9092,0.9917,0.0000,-0.0639,1.9475,1.6500,1.6308,1.0050,0.0000,0.3329,1.9515,1.6500,1.7499
9093,0.9852,0.0000,-0.0653,1.9456,1.6500,1.6304,1.0053,0.0000,0.3330,1.9516,1.6500,1.7499
9094,0.9934,0.0000,-0.0682,1.9480,1.6500,1.6295,1.0111,0.0000,0.3430,1.9533,1.6500,1.7529
9095,1.0020,0.0000,-0.0583,1.9506,1.6500,1.6325,1.0005,0.0000,0.3422,1.9502,1.6500,1.7527
9096,1.0067,0.0000,-0.0767,1.9520,1.6500,1.6270,1.0070,0.0000,0.3510,1.9521,1.6500,1.7553
9097,1.0158,0.0000,-0.0539,1.9547,1.6500,1.6338,1.0084,0.0000,0.3376,1.9525,1.6500,1.7513
9098,1.0137,0.0000,-0.0701,1.9541,1.6500,1.6290,1.0011,0.0000,0.3500,1.9503,1.6500,1.7550
9099,0.9925,0.0000,-0.0518,1.9477,1.6500,1.6345,0.9910,0.0000,0.3591,1.9473,1.6500,1.7577
9100,0.9966,0.0000,-0.0748,1.9490,1.6500,1.6276,1.0079,0.0000,0.3563,1.9524,1.6500,1.7569
9101,1.0128,0.0000,-0.0735,1.9538,1.6500,1.6279,1.0063,0.0000,0.3500,1.9519,1.6500,1.7550
9102,1.0075,0.0000,-0.0706,1.9522,1.6500,1.6288,0.9922,0.0000,0.3452,1.9477,1.6500,1.7535
9103,0.9800,0.0000,-0.0553,1.9440,1.6500,1.6334,0.9812,0.0000,0.3495,1.9444,1.6500,1.7549
9104,0.9937,0.0000,-0.0619,1.9481,1.6500,1.6314,0.9874,0.0000,0.3480,1.9462,1.6500,1.7544
9105,1.0129,0.0000,-0.0495,1.9539,1.6500,1.6352,0.9939,0.0000,0.3319,1.9482,1.6500,1.7496
9106,0.9990,0.0000,-0.0582,1.9497,1.6500,1.6326,1.0179,0.0000,0.3218,1.9554,1.6500,1.7465
9107,1.0153,0.0000,-0.0735,1.9546,1.6500,1.6279,1.0115,0.0000,0.3546,1.9535,1.6500,1.7564
9108,0.9850,0.0000,-0.0513,1.9455,1.6500,1.6346,1.0108,0.0000,0.3535,1.9532,1.6500,1.7560
9109,0.9912,0.0000,-0.0618,1.9474,1.6500,1.6315,0.9946,0.0000,0.3564,1.9484,1.6500,1.7569
9110,1.0112,0.0000,-0.0541,1.9534,1.6500,1.6338,1.0050,0.0000,0.3564,1.9515,1.6500,1.7569
9111,0.9805,0.0000,-0.0721,1.9442,1.6500,1.6284,0.9914,0.0000,0.3598,1.9474,1.6500,1.7579
9112,0.9890,0.0000,-0.0613,1.9467,1.6500,1.6316,0.9815,0.0000,0.3399,1.9445,1.6500,1.7520
9113,0.9997,0.0000,-0.0687,1.9499,1.6500,1.6294,1.0092,0.0000,0.3487,1.9527,1.6500,1.7546
9114,1.0046,0.0000,-0.0548,1.9514,1.6500,1.6336,0.9839,0.0000,0.3537,1.9452,1.6500,1.7561
9115,0.9806,0.0000,-0.0706,1.9442,1.6500,1.6288,1.0097,0.0000,0.3400,1.9529,1.6500,1.7520
9116,0.9927,0.0000,-0.0701,1.9478,1.6500,1.6290,1.0012,0.0000,0.3212,1.9504,1.6500,1.7464
9117,0.9929,0.0000,-0.0734,1.9479,1.6500,1.6280,1.0033,0.0000,0.3538,1.9510,1.6500,1.7561
9118,0.9941,0.0000,-0.0418,1.9482,1.6500,1.6374,1.0187,0.0000,0.3251,1.9556,1.6500,1.7475
9119,0.9887,0.0000,-0.0470,1.9466,1.6500,1.6359,1.0194,0.0000,0.3395,1.9558,1.6500,1.7518
9120,1.0200,0.0000,-0.0414,1.9560,1.6500,1.6376,1.0092,0.0000,0.3254,1.9528,1.6500,1.7476
9121,1.0013,0.0000,-0.0658,1.9504,1.6500,1.6302,1.0141,0.0000,0.3263,1.9542,1.6500,1.7479
9122,0.9956,0.0000,-0.0621,1.9487,1.6500,1.6314,1.0030,0.0000,0.3519,1.9509,1.6500,1.7556
9123,0.9856,0.0000,-0.0468,1.9457,1.6500,1.6359,0.9951,0.0000,0.3282,1.9485,1.6500,1.7485
9124,1.0124,0.0000,-0.0591,1.9537,1.6500,1.6323,1.0136,0.0000,0.3465,1.9541,1.6500,1.7539
9125,1.0114,0.0000,-0.0577,1.9534,1.6500,1.6327,1.0189,0.0000,0.3250,1.9557,1.6500,1.7475
9126,0.9821,0.0000,-0.0574,1.9446,1.6500,1.6328,0.9864,0.0000,0.3576,1.9459,1.6500,1.7573
9127,0.9883,0.0000,-0.0759,1.9465,1.6500,1.6272,0.9953,0.0000,0.3333,1.9486,1.6500,1.7500
9128,1.0134,0.0000,-0.0558,1.9540,1.6500,1.6333,0.9801,0.0000,0.3549,1.9440,1.6500,1.7565
9129,0.9916,0.0000,-0.0663,1.9475,1.6500,1.6301,1.0029,0.0000,0.3361,1.9509,1.6500,1.7508
9130,0.9910,0.0000,-0.0551,1.9473,1.6500,1.6335,1.0024,0.0000,0.3462,1.9507,1.6500,1.7538
9131,1.0057,0.0000,-0.0521,1.9517,1.6500,1.6344,0.9949,0.0000,0.3231,1.9485,1.6500,1.7469
9132,1.0190,0.0000,-0.0424,1.9557,1.6500,1.6373,1.0097,0.0000,0.3459,1.9529,1.6500,1.7538
9133,0.9949,0.0000,-0.0457,1.9485,1.6500,1.6363,0.9879,0.0000,0.3543,1.9464,1.6500,1.7563
9134,0.9891,0.0000,-0.0483,1.9467,1.6500,1.6355,1.0179,0.0000,0.3403,1.9554,1.6500,1.7521
9135,0.9832,0.0000,-0.0516,1.9450,1.6500,1.6345,1.0013,0.0000,0.3344,1.9504,1.6500,1.7503
9136,0.9998,0.0000,-0.0482,1.9499,1.6500,1.6355,1.0148,0.0000,0.3373,1.9544,1.6500,1.7512
9137,1.0017,0.0000,-0.0632,1.9505,1.6500,1.6310,0.9831,0.0000,0.3235,1.9449,1.6500,1.7470
9138,0.9897,0.0000,-0.0581,1.9469,1.6500,1.6326,0.9943,0.0000,0.3222,1.9483,1.6500,1.7466
9139,0.9943,0.0000,-0.0613,1.9483,1.6500,1.6316,1.0099,0.0000,0.3553,1.9530,1.6500,1.7566
9140,0.9961,0.0000,-0.0688,1.9488,1.6500,1.6294,1.0185,0.0000,0.3205,1.9555,1.6500,1.7461
9141,0.9807,0.0000,-0.0405,1.9442,1.6500,1.6378,1.0119,0.0000,0.3220,1.9536,1.6500,1.7466
9142,0.9951,0.0000,-0.0535,1.9485,1.6500,1.6339,1.0189,0.0000,0.3230,1.9557,1.6500,1.7469
9143,0.9985,0.0000,-0.0768,1.9495,1.6500,1.6270,1.0096,0.0000,0.3223,1.9529,1.6500,1.7467
9144,0.9984,0.0000,-0.0793,1.9495,1.6500,1.6262,0.9975,0.0000,0.3332,1.9492,1.6500,1.7500
9145,0.9812,0.0000,-0.0608,1.9444,1.6500,1.6318,1.0061,0.0000,0.3445,1.9518,1.6500,1.7533
9146,0.9951,0.0000,-0.0780,1.9485,1.6500,1.6266,1.0068,0.0000,0.3324,1.9520,1.6500,1.7497
9147,0.9893,0.0000,-0.0589,1.9468,1.6500,1.6323,1.0114,0.0000,0.3288,1.9534,1.6500,1.7486
9148,0.9873,0.0000,-0.0781,1.9462,1.6500,1.6266,1.0177,0.0000,0.3446,1.9553,1.6500,1.7534
9149,1.0136,0.0000,-0.0627,1.9541,1.6500,1.6312,0.9865,0.0000,0.3547,1.9459,1.6500,1.7564
9150,1.0084,0.0000,-0.0517,1.9525,1.6500,1.6345,0.9981,0.0000,0.3467,1.9494,1.6500,1.7540
9151,0.9890,0.0000,-0.0552,1.9467,1.6500,1.6334,1.0032,0.0000,0.3533,1.9509,1.6500,1.7560
9152,0.9808,0.0000,-0.0606,1.9442,1.6500,1.6318,1.0158,0.0000,0.3397,1.9547,1.6500,1.7519
9153,0.9976,0.0000,-0.0454,1.9493,1.6500,1.6364,0.9882,0.0000,0.3575,1.9465,1.6500,1.7572
9154,1.0006,0.0000,-0.0622,1.9502,1.6500,1.6313,1.0011,0.0000,0.3546,1.9503,1.6500,1.7564
9155,0.9934,0.0000,-0.0556,1.9480,1.6500,1.6333,1.0079,0.0000,0.3324,1.9524,1.6500,1.7497
9156,0.9862,0.0000,-0.0730,1.9458,1.6500,1.6281,0.9917,0.0000,0.3520,1.9475,1.6500,1.7556
9157,0.9906,0.0000,-0.0529,1.9472,1.6500,1.6341,0.9865,0.0000,0.3284,1.9460,1.6500,1.7485
9158,1.0198,0.0000,-0.0621,1.9559,1.6500,1.6314,1.0098,0.0000,0.3320,1.9529,1.6500,1.7496
9159,1.0040,0.0000,-0.0534,1.9512,1.6500,1.6340,0.9815,0.0000,0.3344,1.9445,1.6500,1.7503
9160,0.9872,0.0000,-0.0615,1.9462,1.6500,1.6316,0.9858,0.0000,0.3528,1.9457,1.6500,1.7558
9161,0.9999,0.0000,-0.0446,1.9500,1.6500,1.6366,0.9807,0.0000,0.3494,1.9442,1.6500,1.7548
9162,1.0186,0.0000,-0.0645,1.9556,1.6500,1.6307,0.9878,0.0000,0.3382,1.9463,1.6500,1.7515
9163,0.9907,0.0000,-0.0743,1.9472,1.6500,1.6277,1.0140,0.0000,0.3262,1.9542,1.6500,1.7478
9164,1.0101,0.0000,-0.0701,1.9530,1.6500,1.6290,1.0006,0.0000,0.3421,1.9502,1.6500,1.7526
9165,0.9845,0.0000,-0.0728,1.9453,1.6500,1.6282,1.0183,0.0000,0.3506,1.9555,1.6500,1.7552
9166,1.0075,0.0000,-0.0415,1.9522,1.6500,1.6375,1.0129,0.0000,0.3266,1.9539,1.6500,1.7480
9167,0.9930,0.0000,-0.0642,1.9479,1.6500,1.6307,1.0173,0.0000,0.3470,1.9552,1.6500,1.7541
9168,0.9816,0.0000,-0.0627,1.9445,1.6500,1.6312,1.0198,0.0000,0.3381,1.9559,1.6500,1.7514
9169,0.9807,0.0000,-0.0504,1.9442,1.6500,1.6349,0.9899,0.0000,0.3566,1.9470,1.6500,1.7570
9170,0.9895,0.0000,-0.0665,1.9469,1.6500,1.6300,1.0103,0.0000,0.3293,1.9531,1.6500,1.7488
9171,1.0187,0.0000,-0.0574,1.9556,1.6500,1.6328,0.9803,0.0000,0.3567,1.9441,1.6500,1.7570
9172,0.9813,0.0000,-0.0674,1.9444,1.6500,1.6298,0.9872,0.0000,0.3547,1.9462,1.6500,1.7564
9173,1.0180,0.0000,-0.0426,1.9554,1.6500,1.6372,0.9994,0.0000,0.3595,1.9498,1.6500,1.7578
9174,1.0018,0.0000,-0.0658,1.9505,1.6500,1.6302,1.0000,0.0000,0.3217,1.9500,1.6500,1.7465
9175,1.0003,0.0000,-0.0742,1.9501,1.6500,1.6277,1.0132,0.0000,0.3422,1.9540,1.6500,1.7527
9176,1.0032,0.0000,-0.0643,1.9510,1.6500,1.6307,0.9975,0.0000,0.3295,1.9492,1.6500,1.7489
9177,0.9954,0.0000,-0.0623,1.9486,1.6500,1.6313,1.0168,0.0000,0.3478,1.9550,1.6500,1.7543
9178,1.0003,0.0000,-0.0795,1.9501,1.6500,1.6262,0.9926,0.0000,0.3510,1.9478,1.6500,1.7553
9179,1.0101,0.0000,-0.0640,1.9530,1.6500,1.6308,0.9822,0.0000,0.3349,1.9447,1.6500,1.7505
9180,0.9847,0.0000,-0.0766,1.9454,1.6500,1.6270,0.9858,0.0000,0.3298,1.9457,1.6500,1.7489
9181,1.0099,0.0000,-0.0447,1.9530,1.6500,1.6366,0.9953,0.0000,0.3228,1.9486,1.6500,1.7468
9182,1.0069,0.0000,-0.0525,1.9521,1.6500,1.6342,0.9933,0.0000,0.3210,1.9480,1.6500,1.7463
9183,1.0005,0.0000,-0.0452,1.9502,1.6500,1.6364,0.9828,0.0000,0.3455,1.9448,1.6500,1.7537
9184,1.0146,0.0000,-0.0504,1.9544,1.6500,1.6349,0.9971,0.0000,0.3501,1.9491,1.6500,1.7550
9185,1.0056,0.0000,-0.0630,1.9517,1.6500,1.6311,0.9938,0.0000,0.3460,1.9481,1.6500,1.7538
9186,1.0148,0.0000,-0.0730,1.9544,1.6500,1.6281,1.0029,0.0000,0.3422,1.9509,1.6500,1.7527
9187,1.0004,0.0000,-0.0793,1.9501,1.6500,1.6262,0.9950,0.0000,0.3315,1.9485,1.6500,1.7494
9188,1.0193,0.0000,-0.0594,1.9558,1.6500,1.6322,0.9953,0.0000,0.3462,1.9486,1.6500,1.7539
9189,1.0152,0.0000,-0.0683,1.9545,1.6500,1.6295,0.9980,0.0000,0.3276,1.9494,1.6500,1.7483
9190,1.0069,0.0000,-0.0741,1.9521,1.6500,1.6278,0.9980,0.0000,0.3389,1.9494,1.6500,1.7517
9191,1.0104,0.0000,-0.0569,1.9531,1.6500,1.6329,0.9831,0.0000,0.3419,1.9449,1.6500,1.7526
9192,0.9968,0.0000,-0.0514,1.9490,1.6500,1.6346,0.9866,0.0000,0.3243,1.9460,1.6500,1.7473
9193,1.0161,0.0000,-0.0522,1.9548,1.6500,1.6344,0.9959,0.0000,0.3418,1.9488,1.6500,1.7526
9194,1.0102,0.0000,-0.0796,1.9531,1.6500,1.6261,0.9990,0.0000,0.3344,1.9497,1.6500,1.7503
9195,0.9803,0.0000,-0.0796,1.9441,1.6500,1.6261,1.0110,0.0000,0.3350,1.9533,1.6500,1.7505
9196,1.0069,0.0000,-0.0567,1.9521,1.6500,1.6330,1.0173,0.0000,0.3344,1.9552,1.6500,1.7503
9197,1.0143,0.0000,-0.0762,1.9543,1.6500,1.6271,0.9886,0.0000,0.3391,1.9466,1.6500,1.7517
9198,1.0032,0.0000,-0.0580,1.9510,1.6500,1.6326,1.0018,0.0000,0.3535,1.9505,1.6500,1.7560
9199,0.9814,0.0000,-0.0721,1.9444,1.6500,1.6284,0.9966,0.0000,0.3233,1.9490,1.6500,1.7470
